url;Field Label;Field Item 1
https://www.ethnologue.com/language/anp;Population;725,000 (IMA 1997). Total users in all countries: 745,330 (as L1: 743,600;;;;
https://www.ethnologue.com/language/anp;Location;Bihar state: Banka, Bhagalpur, Katihar, and Purnia districts;;;;
https://www.ethnologue.com/language/anp;Language Maps;India, Map 4;;;;
https://www.ethnologue.com/language/anp;Language Status;5 (Developing).;;;;
https://www.ethnologue.com/language/anp;Classification;Indo-European, Indo-Iranian, Indo-Aryan, Outer Languages, Eastern, Unclassified;;;;
https://www.ethnologue.com/language/anp;Dialects;None known. 79% inherent intelligibility of Brahmin Maithili. Lexical similarity: 81% (Brahmin) to 87% (non-Brahmin) with Darbhanga Maithili.;;;;
https://www.ethnologue.com/language/anp;Typology;SOV; content q-word in situ; clause constituents indicated by case-marking; passives and voice; nontonal.
https://www.ethnologue.com/language/anp;Language Use;Use declining (Van Driem 2007). Home, community. All ages. Negative attitudes. Also use Hindi [hin], especially for trade, government, and prayer.;;;;
https://www.ethnologue.com/language/anp;Language Development;Videos. Texts. Bible portions: 2011.;;;;
https://www.ethnologue.com/language/anp;Language Resources;OLAC resources in and about Angika;;;;
https://www.ethnologue.com/language/anp;Writing;Devanagari script [Deva].;;;;
https://www.ethnologue.com/language/anp;Other Comments;Hindu.;;;;
https://www.ethnologue.com/language/anq;;India;;;;
https://www.ethnologue.com/language/anq;ISO 639-3;anq
https://www.ethnologue.com/language/anq;Population;250 (Abbi 2006).
https://www.ethnologue.com/language/anq;Location;Andaman and Nicobar Islands Union Territory: interior and south central Rutland Island
https://www.ethnologue.com/language/anq;Language Maps;India, Map 8
https://www.ethnologue.com/language/anq;Language Status;6a (Vigorous).
https://www.ethnologue.com/language/anq;Classification;Andamanese, South Andamanese
https://www.ethnologue.com/language/anq;Dialects;None known. Different from Önge [oon] and Sentinel [std].
https://www.ethnologue.com/language/anq;Language Development;Dictionary. Grammar.
https://www.ethnologue.com/language/anq;Language Resources;OLAC resources in and about Jarawa
https://www.ethnologue.com/language/anq;Writing;Unwritten [Qaax].
https://www.ethnologue.com/language/anq;Other Comments;Seminomadic. Traditional religion.
https://www.ethnologue.com/language/anr;;India
https://www.ethnologue.com/language/anr;ISO 639-3;anr
https://www.ethnologue.com/language/anr;Alternate Names;Andha, Andhi
https://www.ethnologue.com/language/anr;Population;100,000 (2007). Ethnic population: 420,000 (2007).
https://www.ethnologue.com/language/anr;Location;Madhya Pradesh state
https://www.ethnologue.com/language/anr;Language Maps;India, Map 6
https://www.ethnologue.com/language/anr;Language Status;6b (Threatened).
https://www.ethnologue.com/language/anr;Classification;Indo-European, Indo-Iranian, Indo-Aryan, Unclassified
https://www.ethnologue.com/language/anr;Language Resources;OLAC resources in and about Andh
https://www.ethnologue.com/language/anr;Writing;Devanagari script [Deva].
https://www.ethnologue.com/language/anr;Other Comments;A Scheduled Tribe. Many speak Marathi [mar] as L1. Hindu.
https://www.ethnologue.com/language/ans;;Colombia
https://www.ethnologue.com/language/ans;ISO 639-3;ans
https://www.ethnologue.com/language/ans;Alternate Names;Anserna
https://www.ethnologue.com/language/ans;Population;No known L1 speakers.
https://www.ethnologue.com/language/ans;Location;Caldas, Quindío, and Risaralda departments.
https://www.ethnologue.com/language/ans;Language Status;10 (Extinct).
https://www.ethnologue.com/language/ans;Classification;Paezan, Coconuco
https://www.ethnologue.com/language/ans;Dialects;None known. Related to Cauca [cca], Arma [aoh] (both extinct), and Caramanta [crf].
https://www.ethnologue.com/language/ans;Language Resources;OLAC resources in and about Anserma
https://www.ethnologue.com/language/ant;;Australia
https://www.ethnologue.com/language/ant;ISO 639-3;ant
https://www.ethnologue.com/language/ant;Alternate Names;Andagarinya, Antakirinya
https://www.ethnologue.com/language/ant;Population;6 (2006 census).
https://www.ethnologue.com/language/ant;Location;South Australia state: north central area.
https://www.ethnologue.com/language/ant;Language Maps;Australia
https://www.ethnologue.com/language/ant;Language Status;8b (Nearly extinct).
https://www.ethnologue.com/language/ant;Classification;Australian, Pama-Nyungan, South-West, Wati
https://www.ethnologue.com/language/ant;Dialects;None known. Reportedly most similar to Warnman [wbt].
https://www.ethnologue.com/language/ant;Language Use;Shifting to Kriol [rop] (Wurm 2007). Most also use Kriol [rop] (Wurm 2007).
https://www.ethnologue.com/language/ant;Language Development;Dictionary. Texts.
https://www.ethnologue.com/language/ant;Language Resources;OLAC resources in and about Antakarinya
https://www.ethnologue.com/language/anu;;South Sudan
https://www.ethnologue.com/language/anu;ISO 639-3;anu
https://www.ethnologue.com/language/anu;Alternate Names;Anyuak, Anywa, Anywaa, Anywak, Dha Anywak, Dho Anywaa, Jambo, Nuro, dho-Anywaa
https://www.ethnologue.com/language/anu;Autonym;Dha Anywaa
https://www.ethnologue.com/language/anu;Population;52,000 (1991 UBS). Total users in all countries: 144,710 (as L1: 142,600
https://www.ethnologue.com/language/anu;Location;Akobo state: Akobo county
https://www.ethnologue.com/language/anu;Language Maps;Djibouti, Eritrea and Ethiopia
https://www.ethnologue.com/language/anu;Language Status;5 (Developing).
https://www.ethnologue.com/language/anu;Classification;Nilo-Saharan, Satellite-Core, Core, Eastern Sudanic, Southern (n languages), Nilotic, Western, Luo, Northern, Anuak
https://www.ethnologue.com/language/anu;Dialects;None known. Reportedly more similar to Acholi [ach] and Luo languages of Uganda than to Shilluk [shk].
https://www.ethnologue.com/language/anu;Typology;SVO
https://www.ethnologue.com/language/anu;Language Use;All domains. All ages. Positive attitudes.
https://www.ethnologue.com/language/anu;Language Development;Literature. Grammar. Bible: 2013.
https://www.ethnologue.com/language/anu;Language Resources;OLAC resources in and about Anuak
https://www.ethnologue.com/language/anu;Writing;Ethiopic script [Ethi], primary usage. Latin script [Latn].
https://www.ethnologue.com/language/anv;;Cameroon
https://www.ethnologue.com/language/anv;ISO 639-3;anv
https://www.ethnologue.com/language/anv;Alternate Names;Agnang, Anyah, Anyan, Anyang, Eyan, Nyang, Obonya, Takamanda
https://www.ethnologue.com/language/anv;Autonym;Denya
https://www.ethnologue.com/language/anv;Population;11,200 (1982 SIL), increasing.
https://www.ethnologue.com/language/anv;Location;South West region: Manyu division, central and south Akwaya subdivisions
https://www.ethnologue.com/language/anv;Language Maps;Central Cameroon
https://www.ethnologue.com/language/anv;Language Status;5 (Developing).
https://www.ethnologue.com/language/anv;Classification;Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Mamfe
https://www.ethnologue.com/language/anv;Dialects;Basho, Bitieku, Takamanda, Bajwo. Dialect subgroup. Kendem [kvm] is linguistically between Denya [anv] and Kenyang [ken]. Lexical similarity: 70%–80% between dialects.
https://www.ethnologue.com/language/anv;Language Use;Home, church, market, clinic. All ages. Positive attitudes. Also use French [fra]. Used as L2 by Ambele [ael], Iceve-Maci [bec], Kendem [kvm], Kenyang [ken].
https://www.ethnologue.com/language/anv;Language Development;Literacy rate in L1: 10%. Literacy rate in L2: 15%–25%. Used informally in education. Literature. Dictionary. Grammar. Texts. NT: 2010.
https://www.ethnologue.com/language/anv;Language Resources;OLAC resources in and about Denya
https://www.ethnologue.com/language/anv;Writing;Latin script [Latn].
https://www.ethnologue.com/language/anv;Other Comments;Christian, traditional religion.
https://www.ethnologue.com/language/anw;;Nigeria
https://www.ethnologue.com/language/anw;ISO 639-3;anw
https://www.ethnologue.com/language/anw;Alternate Names;Anang, Annang
https://www.ethnologue.com/language/anw;Autonym;Anaañ
https://www.ethnologue.com/language/anw;Population;2,550,000 (2015).
https://www.ethnologue.com/language/anw;Location;Abia state: Obi Ngwa, Ugwunagbo, and Ukwa East LGAs
https://www.ethnologue.com/language/anw;Language Maps;Nigeria, Map 9
https://www.ethnologue.com/language/anw;Language Status;5 (Developing).
https://www.ethnologue.com/language/anw;Classification;Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Efik
https://www.ethnologue.com/language/anw;Dialects;Ikot Ekpene, Abak, Ukanafun.
https://www.ethnologue.com/language/anw;Language Use;All ages. Also use Efik [efi].
https://www.ethnologue.com/language/anw;Language Development;Taught in primary schools. Literature. TV.
https://www.ethnologue.com/language/anw;Language Resources;OLAC resources in and about Anaang
https://www.ethnologue.com/language/anw;Writing;Latin script [Latn].
https://www.ethnologue.com/language/anw;Other Comments;Referred to locally as Ekpene, Abak, and Ukanafun.
https://www.ethnologue.com/language/anx;;Papua New Guinea
https://www.ethnologue.com/language/anx;ISO 639-3;anx
https://www.ethnologue.com/language/anx;Alternate Names;Ahus, Ha’us
https://www.ethnologue.com/language/anx;Population;1,410 (2000 census).
https://www.ethnologue.com/language/anx;Location;Manus province: Andra and Hus islands.
https://www.ethnologue.com/language/anx;Language Maps;Papua New Guinea, Map 1
https://www.ethnologue.com/language/anx;Language Status;6a (Vigorous).
https://www.ethnologue.com/language/anx;Classification;Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Admiralty Islands, Eastern, Manus, East
https://www.ethnologue.com/language/anx;Language Resources;OLAC resources in and about Andra-Hus
https://www.ethnologue.com/language/any;;Côte d’Ivoire
https://www.ethnologue.com/language/any;ISO 639-3;any
https://www.ethnologue.com/language/any;Alternate Names;Agni, Agni Sanvi, Agny, Anyi
https://www.ethnologue.com/language/any;Autonym;Anyin
https://www.ethnologue.com/language/any;Population;1,010,000 in Côte d’Ivoire, all users. L1 users: 1,000,000 (2016). L2 users: 10,000. Total users in all countries: 1,076,400 (as L1: 1,066,400
https://www.ethnologue.com/language/any;Location;Comoé and Lagunes districts
https://www.ethnologue.com/language/any;Language Maps;Côte d’Ivoire
https://www.ethnologue.com/language/any;Language Status;5 (Developing).
https://www.ethnologue.com/language/any;Classification;Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Nyo, Potou-Tano, Tano, Central, Bia, Northern
https://www.ethnologue.com/language/any;Dialects;Anyin Sannvin (Sannvin, Sanvi), Abé, Ano, Bona, Bini, Barabo, Ndenye (Anyin Ndenye, Indenie), Juablin (Anyin Juablin, Djuablin). The Northern Anyin dialect area includes the Abé, Ano, Bona, Bini and Barabo dialects. The Central Anyin dialect are includes Ndenye and Juablin. Reportedly most similar to Baoulé [bci]. Also similar to Nzema [nzi] and Sehwi [sfw].
https://www.ethnologue.com/language/any;Language Use;Also use Akan [aka], French [fra], Jula [dyu]. Used as L2 by Abure [abu], Attié [ati], Beti [eot], Mbato [gwa].
https://www.ethnologue.com/language/any;Language Development;Literacy rate in L1: 1%–5%. Literacy rate in L2: 25%–50%. Radio. Grammar. NT: 1997.
https://www.ethnologue.com/language/any;Language Resources;OLAC resources in and about Anyin
https://www.ethnologue.com/language/any;Writing;Latin script [Latn].
https://www.ethnologue.com/language/any;Other Comments;Christian, Muslim, traditional religion.
https://www.ethnologue.com/language/anz;;Papua New Guinea
https://www.ethnologue.com/language/anz;ISO 639-3;anz
https://www.ethnologue.com/language/anz;Population;800 (2011 SIL).
https://www.ethnologue.com/language/anz;Location;West New Britain province: northwest coast and inland.
https://www.ethnologue.com/language/anz;Language Maps;Papua New Guinea, Map 12
https://www.ethnologue.com/language/anz;Language Status;5 (Developing).
https://www.ethnologue.com/language/anz;Classification;Yele-West New Britain, West New Britain
https://www.ethnologue.com/language/anz;Typology;SVO.
https://www.ethnologue.com/language/anz;Language Use;Home, village. All ages. Positive attitudes. All also use Tok Pisin [tpi]. Also use Amara [aie], Bariai [bch], Kove [kvc], Lusi [khl], Maleu-Kilenge [mgl], Mouk-Aria [mwh].
https://www.ethnologue.com/language/anz;Language Development;Literacy rate in L2: 20%–30% for men in English [eng] and Tok Pisin [tpi]. Taught in primary schools, as language of instruction in 2 schools in first 3 years of education. Dictionary.
https://www.ethnologue.com/language/anz;Language Resources;OLAC resources in and about Anem
https://www.ethnologue.com/language/anz;Writing;Latin script [Latn], used since 1980s.
https://www.ethnologue.com/language/anz;Other Comments;Christian, traditional religion.
https://www.ethnologue.com/language/aoa;;São Tomé e Príncipe
https://www.ethnologue.com/language/aoa;ISO 639-3;aoa
https://www.ethnologue.com/language/aoa;Alternate Names;Ngola
https://www.ethnologue.com/language/aoa;Population;13,200 (2016 World Factbook).
https://www.ethnologue.com/language/aoa;Location;São Tomé province: São Tomé island south tip, São João dos Angolares area
https://www.ethnologue.com/language/aoa;Language Maps;Equatorial Guinea, Gabon and São Tomé e Príncipe
https://www.ethnologue.com/language/aoa;Language Status;6a (Vigorous).
https://www.ethnologue.com/language/aoa;Classification;Creole, Portuguese based
https://www.ethnologue.com/language/aoa;Dialects;None known. Substratum largely Kwa [kwb] and Western Bantu
